language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,taxonID,scientificName,kingdom,phylum,class,order,family,genus,taxonRank,vernacularName,nomenclaturalCode,taxonomicStatus
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_151,Phalacrocorax carbo,Animalia,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,Phalacrocorax,species,Aalscholver,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_152,Phasianus colchicus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus,species,Fazant,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_153,Philomachus pugnax,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Philomachus,species,Kemphaan,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_154,Phoenicurus ochruros,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus,species,Zwarte roodstaart,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_155,Phoenicurus phoenicurus,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus,species,Gekraagde roodstaart,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_156,Phylloscopus collybita,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Phylloscopus,species,Tjiftjaf,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_157,Phylloscopus sibilatrix,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Phylloscopus,species,Fluiter,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_158,Phylloscopus trochilus,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Phylloscopus,species,Fitis,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_159,Pica pica,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,species,Ekster,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_16,Anas crecca,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,species,Wintertaling,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_160,Picus viridis,Animalia,Chordata,Aves,Piciformes,Picidae,Picus,species,Groene specht,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_161,Platalea leucorodia,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,species,Lepelaar,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_162,Pluvialis apricaria,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,species,Goudplevier,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_163,Podiceps cristatus,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,species,Fuut,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_164,Podiceps grisegena,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,species,Roodhalsfuut,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_165,Podiceps nigricollis,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,species,Geoorde fuut,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_166,Porzana parva,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porzana,species,Klein waterhoen,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_167,Porzana porzana,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porzana,species,Porseleinhoen,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_168,Porzana pusilla,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porzana,species,Kleinst waterhoen,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_169,Prunella modularis,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,species,Heggenmus,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_17,Anas penelope,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,species,Smient,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_170,Psittacula krameri,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,species,Halsbandparkiet,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_171,Pyrrhula pyrrhula,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pyrrhula,species,Goudvink,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_172,Rallus aquaticus,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallus,species,Waterral,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_173,Recurvirostra avosetta,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,species,Kluut,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_174,Regulus ignicapilla,Animalia,Chordata,Aves,Passeriformes,Reguliidae,Regulus,species,Vuurgoudhaan,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_175,Regulus regulus,Animalia,Chordata,Aves,Passeriformes,Reguliidae,Regulus,species,Goudhaan,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_176,Remiz pendulinus,Animalia,Chordata,Aves,Passeriformes,Remizidae,Remiz,species,Buidelmees,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_177,Riparia riparia,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,species,Oeverzwaluw,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_178,Saxicola rubetra,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,species,Paapje,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_179,Saxicola torquata,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,species,Roodborsttapuit,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_18,Anas platyrhynchos,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,species,Wilde Eend,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_180,Scolopax rusticola,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,species,Houtsnip,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_181,Serinus serinus,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Serinus,species,Europese kanarie,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_182,Sitta europaea,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,species,Boomklever,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_183,Sterna albifrons,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,species,Dwergstern,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_184,Sterna dougallii,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,species,Dougalls stern,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_185,Sterna hirundo,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,species,Visdief,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_186,Sterna paradisaea,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,species,Noordse stern,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_187,Sterna sandvicensis,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,species,Grote stern,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_188,Streptopelia decaocto,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,species,Turkse tortel,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_189,Streptopelia turtur,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,species,Zomertortel,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_19,Anas querquedula,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,species,Zomertaling,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_190,Strix aluco,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,species,Bosuil,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_191,Sturnus vulgaris,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,Spreeuw,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_192,Sylvia atricapilla,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,species,Zwartkop,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_193,Sylvia borin,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,species,Tuinfluiter,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_194,Sylvia communis,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,species,Grasmus,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_195,Sylvia conspicillata,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,species,Brilgrasmus,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_196,Sylvia curruca,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,species,Braamsluiper,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_197,Syrrhaptes paradoxus,Animalia,Chordata,Aves,Pteroclidiformes,Pteroclididae,Syrrhaptes,species,Steppehoen,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_198,Tachybaptus ruficollis,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,species,Dodaars,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_199,Tadorna ferruginea,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,species,Casarca,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_2,Accipiter nisus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,species,Sperwer,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_20,Anas strepera,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,species,Krakeend,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_200,Tadorna tadorna,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,species,Bergeend,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_201,Tetrao tetrix,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tetrao,species,Korhoen,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_202,Tringa totanus,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,species,Tureluur,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_203,Troglodytes troglodytes,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,species,Winterkoning,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_204,Turdus merula,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,species,Merel,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_205,Turdus philomelos,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,species,Zanglijster,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_206,Turdus pilaris,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,species,Kramsvogel,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_207,Turdus torquatus,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,species,Beflijster,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_208,Turdus viscivorus,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,species,Grote lijster,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_209,Tyto alba,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,species,Kerkuil,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_21,Anser albifrons,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,species,Kolgans,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_210,Upupa epops,Animalia,Chordata,Aves,Bucerotiformes,Upupidae,Upupa,species,Hop,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_211,Vanellus vanellus,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,species,Kievit,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_22,Anser anser,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,species,Grauwe gans,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_23,Anser indicus,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,species,Indische gans,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_24,Anthus campestris,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Anthus,species,Duinpieper,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_25,Anthus pratensis,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Anthus,species,Graspieper,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_26,Anthus trivialis,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Anthus,species,Boompieper,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_27,Apus apus,Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,species,Gierzwaluw,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_28,Ardea cinerea,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,Blauwe Reiger,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_29,Ardea purpurea,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,Purperreiger,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_3,Acrocephalus arundinaceus,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Acrocephalus,species,Grote karekiet,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_30,Asio flammeus,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,species,Velduil,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_31,Asio otus,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,species,Ransuil,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_32,Athene noctua,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,species,Steenuil,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_33,Aythya ferina,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,species,Tafeleend,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_34,Aythya fuligula,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,species,Kuifeend,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_35,Aythya nyroca,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,species,Witoogeend,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_36,Botaurus stellaris,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Botaurus,species,Roerdomp,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_37,Branta canadensis,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,Canadese gans,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_38,Branta leucopsis,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,Brandgans,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_39,Bubulcus ibis,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,species,Koereiger,ICZN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_BIR_2004_VAL_4,Acrocephalus palustris,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Acrocephalus,species,Bosrietzanger,ICZN,accepted
